Name,Sweep (T1),,,
Date,12/18/2024,,,
Time,13:47:20,,,
LATITUDE,-7,2,27.315,,
LONGITUDE,-38,16,6.751,,
ALTITUDE,392.5,,
Instrument,FPH - 103490/026,,,
Firmware Version,V2.40,,,
Country of Origin,Malaysia,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,825000000,Hz,,
Frequency Offset,0,Hz,,
Span,1550000000,Hz,,
Ref Level,-20,dBm,,
Ref Offset,0,dB,,
Ref Position,1.00 ,,,
Range,100,dB,,
RF Attenuation,Auto Low Distortion,,,
RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,
RF Input,50 Ω,,,
RBW,3000000,Hz,,
VBW,30000,Hz,,
SWT,0.043,s,,
Trigger Mode,Free Run,,,
Trigger Level,- - -,,,
Trigger Delay,- - -,,,
Trace Mode,Clear / Write,,,
Trace Math,Off,,,
Trace Detector,Auto Peak,,,
Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,
Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,
Marker 1,416760563.4,Hz,,
Marker 1 Value,-73.55,dBm,,

Frequency [Hz],Maximum [dBm],Minimum [dBm],,
50000000,-80.3410415649414,-83.7877044677734,,
52183098.5915493,-81.3980407714844,-84.0750885009766,,
54366197.1830986,-80.8849716186523,-84.5971374511719,,
56549295.7746479,-80.9432907104492,-84.6654052734375,,
58732394.3661972,-80.2094192504883,-84.5138549804688,,
60915492.9577465,-81.3325347900391,-85.5746002197266,,
63098591.5492958,-79.9341125488281,-84.6472320556641,,
65281690.1408451,-80.3005523681641,-84.4389419555664,,
67464788.7323944,-79.8911209106445,-83.7134780883789,,
69647887.3239437,-80.5347671508789,-84.5562057495117,,
71830985.915493,-81.0096054077148,-83.7784881591797,,
74014084.5070423,-80.885986328125,-83.5824127197266,,
76197183.0985916,-81.6769256591797,-84.6544799804688,,
78380281.6901408,-80.6648864746094,-84.3088836669922,,
80563380.2816902,-81.7349243164063,-85.2544097900391,,
82746478.8732394,-80.6497497558594,-85.4333801269531,,
84929577.4647887,-79.7944641113281,-82.9808197021484,,
87112676.056338,-80.9123382568359,-84.2003631591797,,
89295774.6478873,-81.3235244750977,-84.5554656982422,,
91478873.2394366,-80.7950897216797,-85.1448364257813,,
93661971.8309859,-80.7666397094727,-84.9330978393555,,
95845070.4225352,-80.3130569458008,-83.9046630859375,,
98028169.0140845,-80.4114303588867,-84.486946105957,,
100211267.605634,-80.9462890625,-85.6966934204102,,
102394366.197183,-81.2501525878906,-85.5027084350586,,
104577464.788732,-81.5555267333984,-85.2149047851563,,
106760563.380282,-81.1809997558594,-84.9054107666016,,
108943661.971831,-81.7070007324219,-85.0055389404297,,
111126760.56338,-81.1459503173828,-84.3893585205078,,
113309859.15493,-80.416389465332,-83.7327194213867,,
115492957.746479,-81.2305679321289,-84.0338134765625,,
117676056.338028,-80.5507278442383,-85.2427215576172,,
119859154.929577,-80.8633117675781,-84.5336074829102,,
122042253.521127,-81.4769668579102,-84.9296035766602,,
124225352.112676,-82.3055114746094,-85.4998092651367,,
126408450.704225,-81.5601806640625,-84.3102340698242,,
128591549.295775,-81.3955078125,-85.6554412841797,,
130774647.887324,-81.5367889404297,-85.4522399902344,,
132957746.478873,-80.8534545898438,-87.0399017333984,,
135140845.070423,-80.8925018310547,-84.354736328125,,
137323943.661972,-81.2805938720703,-83.5899124145508,,
139507042.253521,-81.0601119995117,-84.5854415893555,,
141690140.84507,-81.2412338256836,-83.9737854003906,,
143873239.43662,-81.5712051391602,-84.4141082763672,,
146056338.028169,-81.0695190429688,-84.9636917114258,,
148239436.619718,-81.2395935058594,-84.1841201782227,,
150422535.211268,-80.6944122314453,-85.5415573120117,,
152605633.802817,-81.0531311035156,-84.3750152587891,,
154788732.394366,-81.5276336669922,-84.4214019775391,,
156971830.985915,-81.4908905029297,-85.4558563232422,,
159154929.577465,-81.6746063232422,-85.0740966796875,,
161338028.169014,-81.5431747436523,-85.308967590332,,
163521126.760563,-81.0391845703125,-84.8955688476563,,
165704225.352113,-80.5042114257813,-84.1422653198242,,
167887323.943662,-81.1538925170898,-84.6918716430664,,
170070422.535211,-81.031120300293,-84.7895202636719,,
172253521.126761,-81.3756942749023,-84.6173324584961,,
174436619.71831,-81.8936080932617,-84.4864883422852,,
176619718.309859,-81.3563766479492,-85.6193695068359,,
178802816.901408,-80.5893859863281,-83.9133758544922,,
180985915.492958,-80.8663940429688,-85.0701904296875,,
183169014.084507,-80.2649765014648,-83.9047775268555,,
185352112.676056,-81.2795028686523,-84.4749374389648,,
